"species";"legend_key";"legend_index";"search_specie";"file_name";"map_name"
"Everes dipora (Moore, 1865)";0;0;"dipora";"D:/distribution_digitizer/data/input/pages\0172.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/57-2_0172map_1_0.tif"
"Hesperia comma dimila (Moore, [1875])";0;0;"dimila";"D:/distribution_digitizer/data/input/pages\0065.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/60-2_0065map_1_0.tif"
"Hesperia comma mixta Alphéraky, 1881";0;0;"mixta";"D:/distribution_digitizer/data/input/pages\0065.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/60-2_0065map_1_0.tif"
"Error in function find";0;0;"rohria";"D:/distribution_digitizer/data/input/pages\0226.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/68-2_0226map_1_1.tif"
"Parnassius delphius hunza Grum-Grshimailo, 1888";0;0;"hunza";"D:/distribution_digitizer/data/input/pages\0082.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/7-2_0082map_1_0.tif"
"Parnassius delphius mamaievi O. Bang-Haas, 1915";0;0;"mamaievi";"D:/distribution_digitizer/data/input/pages\0082.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/7-2_0082map_1_0.tif"
"Colias marcopolo Grumm-Grshimailo, 1888";0;0;"marcopolo";"D:/distribution_digitizer/data/input/pages\0121.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/7-2_0121map_1_1.tif"
"Colias marcopolo kushana Wyatt & Omoto, 1966";0;0;"kushana";"D:/distribution_digitizer/data/input/pages\0121.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/7-2_0121map_1_1.tif"
"Plebejus jaloka (Moore, [1875])";0;0;"jaloka";"D:/distribution_digitizer/data/input/pages\0186.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/7-2_0186map_1_0.tif"
"Plebejus pheretiades micra (Avinov, 1910)";0;0;"micra";"D:/distribution_digitizer/data/input/pages\0187.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/7-2_0187map_1_0.tif"
"Plebejus pheretiades walli (Evans, 1912)";0;0;"walli";"D:/distribution_digitizer/data/input/pages\0187.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/7-2_0187map_1_0.tif"
"Plebejus pheretiades zaniensis (Charmeux & Desse, 2006)";0;0;"zaniensis";"D:/distribution_digitizer/data/input/pages\0187.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/7-2_0187map_1_0.tif"
"Plebejus pheretiades andarabi (Forster, 1937)";0;0;"andarabi";"D:/distribution_digitizer/data/input/pages\0187.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/7-2_0187map_1_0.tif"
"Satyrus alaicus nangaparbatus";0;0;"nangaparbatus";"D:/distribution_digitizer/data/input/pages\0257.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/7-2_0257map_1_0.tif"
"Mimathyma ambica (Kollar, 1844)";0;0;"ambica";"D:/distribution_digitizer/data/input/pages\0257.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/7-2_0257map_1_1.tif"
"Polyura athamas (Drury, 1770)";0;0;"athamas";"D:/distribution_digitizer/data/input/pages\0260.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/7-2_0260map_1_0.tif"
"Polyura agraria (Swinhoe, 1887)";0;0;"agraria";"D:/distribution_digitizer/data/input/pages\0260.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/7-2_0260map_1_1.tif"
"Polygonia agnicula (Moore, 1872)";0;0;"agnicula";"D:/distribution_digitizer/data/input/pages\0271.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/7-2_0271map_1_0.tif"
"Parnassius tianschanicus Oberthiir, 1879";0;0;"tianschanicus";"D:/distribution_digitizer/data/input/pages\0076.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/71-2_0076map_1_0.tif"
"Pseudochazara droshica (Tytler, 1926)";0;0;"droshica";"D:/distribution_digitizer/data/input/pages\0253.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/73-2_0253map_1_1.tif"
"Parnassius epaphus Oberth. subsp. hazaraensis (subsp. n.). — BrYK, F., EISNER, C. 1937. Kritische Revision der Gattung Parnassius";0;0;"epaphus";"D:/distribution_digitizer/data/input/pages\0079.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/74-2_0079map_1_0.tif"
"Plebejus ashretha (Evans, 1925)";0;0;"ashretha";"D:/distribution_digitizer/data/input/pages\0181.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/79-2_0181map_1_0.tif"
"Gonepteryx mahaguru mahaguru (Gistel, 1857)";0;0;"mahaguru";"D:/distribution_digitizer/data/input/pages\0128.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/8-2_0128map_1_0.tif"
"Parnassius stoliczkanus C. Felder, 1865";0;0;"stolicz";"D:/distribution_digitizer/data/input/pages\0086.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/81-2_0086map_1_0.tif"
"Parnasstus acco G. R. Gray, 1853";0;0;"acco";"D:/distribution_digitizer/data/input/pages\0087.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/82-2_0087map_2_1.tif"
"Cyrestis thyodamas ganescha (Kollar, 1844)";0;0;"ganescha";"D:/distribution_digitizer/data/input/pages\0261.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/82-2_0261map_1_0.tif"
"Pseudergolis wedah (Kollar, 1844)";0;0;"wedah";"D:/distribution_digitizer/data/input/pages\0261.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/82-2_0261map_1_1.tif"
"augeri Eisner 1978. — Ohya 1987a 8 map Pl. 3 fig. 7-8 Indus-Kohistan; Babouzar.  Parnassius charltonius serenissimus. — D’ Abre";0;0;"serenissimus";"D:/distribution_digitizer/data/input/pages\0090.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/85-2_0090map_1_0.tif"
"Parnassius charltonius deckerty Verity, [1907]";0;0;"deckerty";"D:/distribution_digitizer/data/input/pages\0090.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/85-2_0090map_1_0.tif"
"Nymphalis polychloros (Linnaeus, 1758)";0;0;"polychloros";"D:/distribution_digitizer/data/input/pages\0274.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/86-2_0274map_1_0.tif"
"Kaniska canace (Linnaeus, 1763)";0;0;"canace";"D:/distribution_digitizer/data/input/pages\0274.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/86-2_0274map_1_1.tif"
"Parnassius simo lorimeri Tytler, 1926";0;0;"lorimeri";"D:/distribution_digitizer/data/input/pages\0092.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/87-2_0092map_1_0.tif"
"Haas, 1915; = simoides O. Bang-Haas, 1927; = ganymedes Bryk & Eisner,";0;0;"simo";"D:/distribution_digitizer/data/input/pages\0092.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/87-2_0092map_1_0.tif"
"Hyponephele hilaris djalali Wyatt & Omoto, [1967]";0;0;"djalali";"D:/distribution_digitizer/data/input/pages\0233.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/87-2_0233map_1_0.tif"
"Hyponephele hilaris (Staudinger, 1886)";0;0;"hilaris";"D:/distribution_digitizer/data/input/pages\0233.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/87-2_0233map_1_0.tif"
"Clossiana erubescens chotana (O. Bang-Haas, 1915)";0;0;"chotana";"D:/distribution_digitizer/data/input/pages\0296.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/89-2_0296map_1_0.tif"
"Polyommatus icadius (Groum-Grshimailo, 1890)";0;0;"icadius";"D:/distribution_digitizer/data/input/pages\0196.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/9-2_0196map_1_0.tif"
"Lasiommata pakistana";0;0;"pakistana";"D:/distribution_digitizer/data/input/pages\0224.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/9-2_0224map_1_1.tif"
"Pieris deota (de Nicéville, [1884])";0;0;"deota";"D:/distribution_digitizer/data/input/pages\0101.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/96-2_0101map_1_0.tif"
"Limenitis trivena Moore, 1864";0;0;"trivena";"D:/distribution_digitizer/data/input/pages\0262.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/96-2_0262map_1_0.tif"
"Neptis yerburii Butler, 1886";0;0;"yerburii";"D:/distribution_digitizer/data/input/pages\0266.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/96-2_0266map_1_0.tif"
"Neptis soma butleri Eliot, 1969";0;0;"butleri";"D:/distribution_digitizer/data/input/pages\0266.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/96-2_0266map_1_1.tif"
